source,chunk
rc-website-fork/content/userinfo/reference/google-cloud-sdk.md,"Google Cloud SDK The Cloud SDK is a set of tools for Cloud Platform. It contains gcloud, gsutil, and bq, which you can use to access Google Compute Engine, Google Cloud Storage, Google BigQuery, and other products and services from the commandline. You can run these tools interactively or in your automated scripts. Download, Install, and Setup Python 2.7 is required to install and use the Google Cloud SDK. Visit https://cloud.google.com/sdk/ and download the installer for your OS platform. For Mac/Linux users, move the decompressed googlecloudsdk folder to an appropriate place, then run the ./install.sh script. Windows users have an .exe wizard that will complete the installation process. To set up after installation, run gcloud init and you will authenticate (using a web browser) into your Google account. Follow the prompts to create a project, etc. Services that incur charges will have to be associated with billing information (storage, compute, etc.) Basic Usage To get help: gcloud help To see information about your installation: gcloud info Included with the package is the gsutil tool for Google cloud storage gsutil mb gs://mybucket Make a bucket gsutil ls gs://mybucket/folder/ List contents of a bucket subfolder gsutil cp .txt gs://mybucket Copies all text files up into bucket Realworld Examples A backup script to run nightly and keep two weeks of archives: {{< gist nmagee fe999280428f15ebed98ca88942fc29f }} A snippet to create an expiring, signed URL of an object within a bucket: gsutil signurl d 10m <privatekeyfile gs://<bucket/<object A snippet to monitor a bucket for changes and send alerts to a web endpoint. This would trigger a notification every time a new object is added or deleted, or if metadata is updated: gsutil notification watchbucket https://example.com/notify \ gs://examplebucket"
rc-website-fork/content/userinfo/reference/index.md,By language and platform Docker / Containers Bioinformatics / Genomics AWS for Bioinformatics Bowtie 2 Genomics and Bioinformatics Pipelines
rc-website-fork/content/userinfo/reference/anaconda.md,"{{< define ""Anaconda"" ""Anaconda is a distribution of Python geared toward data science. It includes a package manager, environment manager, and over 700 supplementary packages. Within the Ivy Secure Environment, Anaconda is available on both Linux and Windows VMs."" }} Basic Usage For both Linux and Windows VMs, both Anaconda 2 and 3 are installed. For Linux users in Ivy, run Python in one of two ways: /opt/anaconda2/bin/python2.7 Ver 2.7 /opt/anaconda3/bin/python3.5 Ver 3.5 For Windows users in Ivy, Installing packages A full mirror of the Anaconda package repository is available to Ivy users. To browse packages, see the Anaconda package list. Packages can be installed using the conda utility that ships with Anaconda: General format /opt/anaconda2/bin/conda install <packagename Real examples /opt/anaconda2/bin/conda install pyyaml /opt/anaconda2/bin/conda install simplejson To make this command simpler, depending upon the version of Anaconda you prefer, add an alias to your .bashrc file: alias conda='/opt/anaconda2/bin/conda' For Anaconda2 alias conda='/opt/anaconda3/bin/conda' For Anaconda3 See below for more information about .bashrc. Confusion about Python versions The following versions of Python are available in Ivy's Linux VMs: /usr/bin/python2.6 /usr/bin/python /usr/lib/python2.6 /usr/lib64/python2.6 /opt/anaconda2/bin/python2.7 /opt/anaconda2/bin/python /opt/anaconda3/bin/python3.5 /opt/anaconda3/bin/python /opt/anaconda3/bin/python3.5m This means at least three versions of Python are available to you: 2.6, 2.7, and 3.5. If your code has specific requirements for a Python version (usually there are differences in how you write against 2.x versus 3.x) find the version that suits your needs. In order to run a Python script against a specific version, simply declare the path at the head of your script with a ""shebang"" like this: !/opt/anaconda2/bin/python2.7 Then be sure to chmod 755 myscript.py to make it executable. Run your script with ./myscript.py and your it will execute against the specified version of Python. In order to make a specific choice of Python more convenient when you are writing and"
rc-website-fork/content/userinfo/reference/anaconda.md,"executing code in the console, you may want to edit your ~/.bashrc file and add an alias like this. While you're there, set an alias for conda too: alias python='/opt/anaconda2/bin/python2.7' set a new default ver of Python alias conda='/opt/anaconda2/bin/conda' conda for Anaconda2 Finally, issue a source ~/.bashrc command to reread your file to the session, and test with python V. Subsequent logins will use the new value as well."
rc-website-fork/content/userinfo/reference/bioinformatics-pipelines.md,"The fast pace of innovation, data generation, and collaboration in genomics and bioinformatics has necessitated in new data processing frameworks. This guide is aimed at introducing bioinformatics researchers to some of the latest innovations in pipeline development on desktops, AWS, and HPC systems. The number of tools available to researchers and the pros and cons of each can be somewhat daunting. This post is a minimalistic introduction that serves as a quick reference to the stateoftheart. There are three major categories of data processing innovations happening in the bioinformatics community. One is to string together known tools and best practices in packages that can be run with little programming from the researcher. The other is to come up with scripting languages that can be used to develop a fully custom pipeline. Scripting languages provide advantages that range from determining failure points in the pipeline to automating resource management. The third is in a way a hybrid of the two, where the pipelines can be customized to an extent, but also don't need significant programming from the researcher. As an important aside, a number of pipeline packages are being built around the StarCluster architecture. StarCluster is an opensource library that makes setting up computing clusters on AWS quite painless and efficient. The documentation is quite excellent with quick start guides and tutorials to get familiar with the architecture. Prebuilt Pipelines Most of the NextGen analyses revolve around conducting analyses using the best practices codified over time. For RNASeq, ChIPSeq, cancer variant calling, etc. bcbionextgen and Omics Pipe are two solutions that provide easy setup, automated analysis, and easy maintenance of a pipeline. The pipeline can be set to take advantage of cluster resources by running on the StarCluster. Scripting Languages Packaged pipelines such as bcbionextgen and Omic Pipe are not fully"
rc-website-fork/content/userinfo/reference/bioinformatics-pipelines.md,"customizable without significant coding. The standard solution has been to write scripts (such as using Shell) stringing programs together to develop a custom pipeline. Producing production quality pipelines through Shell scripting, again, requires significant coding, and hence, the need for new scripting frameworks. One such framework is bpipe which solves a few problems involved in traditional scripting, including pinpointing failures, cleaning up failed runs, and the difficulties associated with modifying a pipeline. One other development framework that attempts to simplify the process of writing pipelines for different computing architectures is BigDataScript. Scripts written in BigDataScripts can be used on a desktop, HPC cluster, or AWS without material modifications. This simplifies the task of running pipelines on multiple computing resources. ""Hybrid"" Pipelines The poster child for hybrid pipelines is the Galaxy toolkit. Galaxy is a webbased interface that lets researchers combine genomic tools in a flexible graphical way without programming the dependencies and failure conditions themselves. The learning curve for Galaxy is short, and the toolkit covers a wide range of cases where no more programming would be required, but is not geared for researchers looking for a fullycustomizable solution. Further Resources For an overview of pipeline development and scripting innovations, see here. An exhaustive list of data processing pipelines being developed is available here."
rc-website-fork/content/userinfo/reference/ebs-storage.md,"How to add additional EBS storage to an existing EC2 instance. The following instructions can be performed in either the AWS web interface or the AWS commandline tools, Create the EBS volume Create the EBS volume of the appropriate size and type. Make sure you create it in the same availability zone as the instance you want to attach it to. For instance, if you have a Linux instance running in USEast1c, then make sure to create your EBS volume in that zone. Attach the EBS volume Attach your new EBS volume to your EC2 instance. You will be asked for a mount point. Format the EBS volume"
rc-website-fork/content/userinfo/reference/domino-data-lab.md,"{{< define ""Domino Data Lab"" ""DDL is blah blah blah blah blahblah blah blah blah blahblah blah blah blah blahblah blah blah blah blahblah blah blah blah blahblah blah blah blah blah"" }} Overview The DDL Environment Packages Jupyter / NNN Notebooks"
rc-website-fork/content/userinfo/reference/docker.md,"{{< define ""Docker"" ""Docker is a popular version of LXC (Linux Containers). Docker containers wrap up a piece of software in a complete filesystem that contains everything it needs to run: code, runtime, system tools, system libraries – anything you can install on a server. This guarantees that it will always run the same, regardless of the environment it is running in."" }} What is Docker? {{< youtube PfTKwblbkpE }} Install Docker Docker is available for Windows, Mac, and Linux. Download the appropriate Docker Edition for your platform directly from Docker. We suggest the CE ""Community Edition."" Download Docker Finding Containers There are thousands of prebuilt containers already available for common use cases. If you need a web server, a database instance, or portions of a genomics pipeline, there is probably a container ready for you to use. Here are some good places to search for containers: Docker Hub BioContainer GitHub Running Containers If you have found a container you would like to try, download it (using the nginx web server as an example): docker pull nginx View a list of all container images you have pulled: docker images REPOSITORY TAG IMAGE ID CREATED SIZE whalesay latest 188e03692c84 25 hours ago 277 MB rocker/rstudio latest 919e13c956b8 2 weeks ago 990 MB nginx latest 6b914bbcb89e 3 weeks ago 182 MB helloworld latest 48b5124b2768 2 months ago 1.84 kB docker/whalesay latest 6b362a9f73eb 22 months ago 247 MB Run a container image: docker run d nginx This runs the container as a daemon (service). But you may want to expose the container to a specific port locally, so that you can interact with it. For example, if you wanted to expose nginx locally over port 80, enter this: docker run d p 8080:80 nginx The p 8080:80 flag publishes your local computer's port"
rc-website-fork/content/userinfo/reference/docker.md,"8080 with the container's port 80. Another useful flag for runtime is a volume mapping, so that your running container can read or write to portions of your local computer's filesystem. So, extending the earlier command: docker run d p 8080:80 v /User/local/dir:/var/www/html nginx View all running containers: docker ps a CONTAINER ID IMAGE COMMAND CREATED STATUS PORTS NAMES 1d17f542be53 rocker/rstudio ""/init"" 18 hours ago Up 18 hours 0.0.0.0:87878787/tcp elegantbanach You can also run containers interactively (i.e. logging in) instead of running as a service. This allows you to explore the structure, features, or configuration of a container, or modify how it works: docker run it nginx /bin/bash This runs the container interactively (i) in a pseudoTTY (t), and instantiates a shell for your session to use. Once you are done, simply exit the shell and you will leave the container and return to your local computer's shell. If you have made any changes to the container, be sure to save it. Building Containers If you cannot find just the right container, you can always build your own. There are two ways to do this: Download a container image, run it and log into it, and customize as if it were your own custom virtual machine. Then, save the container for later deployment. Instructions for interactively logging into a container can be found above. Alternatively, you can write a custom Dockerfile and build the container from scratch, using docker build. More on Docker files and builds can be found at https://docs.docker.com/engine/getstarted/stepfour/ Tutorials Docker Training Docker documents this process in great detail, and provides a stepbystep overview of their container system. Launch Katacoda Interactive Labs Katacoda offers a free series of interactive trainings that build sequentially. The tutorials require you to engage with the Docker commandline as you progress. Launch {{<"
rc-website-fork/content/userinfo/reference/docker.md,space }} {{< space }}
rc-website-fork/content/userinfo/reference/aws-cli.md,"AWS CommandLine Interface The AWS CLI is a commandline interface to the AWS service APIs. It allows users to interact programmatically with services such as EC2, S3, and others via bash and PowerShell scripts. This can be useful for local scripts or automated cron tasks. The AWS CLI also serves as a good introduction for programmatic API interaction using languagespecific SKDs (Python, C, PHP, Go, etc.) Learn more at the AWS Command Line Interface page. Install the AWSCLI Mac/Linux Using pip you can install the current release: pip install awscli Windows Download and run the 64bit or 32bit Windows installer. Configure With Credentials Using the access key and secret access key generated for your account, enter those into the AWS CLI configuration. Use this command: aws configure When prompted, enter the appropriate region you are working in, such as useast1 and your preferred output format text | table | json. Profiles If you access AWS through numerous accounts, you can create multiple profiles. To do this, use the profile myprofile parameter when configuring the AWS CLI, with a name you like (replacing myprofile. Then to use a profile: aws profile mycoolprofile ec2 describeinstances Basic Usage The aws command is used, followed by the service name, and then the specific operation you want to call: {{< gist nmagee 2f8426406a99c6cfd11e11d8e2aee11b }} Contextual Help General help with listing services: aws help Find available commands specific to one service: aws ec2 help Specific parameters for a call within a service: aws ec2 describeinstances help Realworld example Use a bash script to turn off your EC2 instance at night, and send you a notification. Use a similar script for a morning startup: {{< gist nmagee 64bbe2b80fd90514b463032d01ba8d9f }} Combine with other CLI tools See the jq page for more examples of how to make AWS CLI"
rc-website-fork/content/userinfo/reference/aws-cli.md,calls and parse the response JSON in meaningful ways.
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/image-processing.md,"Preapproved packages The following software packages are preapproved for image processing on an Ivy Linux VM KNIME KNIME is open source analytics platform for data mining and pipelining. KNIME's Image Processing Plugin allows users to perform common image processing techniques such as registration, segmentation, and feature extraction. KNIME is compatible with over 120 image file types and can be used alongside ImageJ. ImageJ ImageJ is a Javabased image processing program developed at the NIH. ImageJ can be used interactively through a graphical user interface or automatically with Java. OpenCV OpenCV is an open source library for computer vision applications. OpenCV includes modules for image processing, video analysis, machine learning, and much more."
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/complete-list.md,"{{< hszsoftware moduleclasses=""all"" }}"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/_index.md,"{{% callout %}} Each Linux Virtual Machine (VM) comes with a set of preinstalled software applications. Each VM can further be customized via installation of optional software packages. {{% /callout %}} An overview of available software packages for Windows VMs is provided here. Preinstalled Software {{< ivyapprovedswdetailed os=""Linux"" installation=""preinstalled"" category=""all"" }} Optional Software In addition to the preinstalled software, researchers may request installation of the following approved software packages for their Virtual Machine. Request Ivy Software Bioinformatics {{< ivyapprovedswdetailed os=""Linux"" installation=""optional"" category=""Bioinformatics"" }} Data Analysis {{< ivyapprovedswdetailed os=""Linux"" installation=""optional"" category=""Data Analysis"" }} Database Software {{< ivyapprovedswdetailed os=""Linux"" installation=""optional"" category=""Database Software"" }} Engineering {{< ivyapprovedswdetailed os=""Linux"" installation=""optional"" category=""Engineering"" }} Image Processing {{< ivyapprovedswdetailed os=""Linux"" installation=""optional"" category=""Image Processing"" }}"
rc-website-fork/content/userinfo/ivy/ivy-windows-sw/image-processing.md,"Preapproved packages The following software packages are preapproved for image processing on an Ivy Windows VM Axiovision Axiovision is software for microscopy image processing and analysis. Axiovision is highly configurableto meet the needs of your individual workflows. KNIME KNIME is open source analytics platform for data mining and pipelining. KNIME's Image Processing Plugin allows users to perform common image processing techniques such as registration, segmentation, and feature extraction. KNIME is compatible with over 120 image file types and can be used alongside ImageJ. ImageJ ImageJ is a Javabased image processing program developed at the NIH. ImageJ can be used interactively through a graphical user interface or automatically with Java. OpenCV OpenCV is an open source library for computer vision applications. OpenCV includes modules for image processing, video analysis, machine learning, and much more."
rc-website-fork/content/userinfo/ivy/ivy-windows-sw/_index.md,"{{% callout %}} Each Windows Virtual Machine (VM) comes with a set of preinstalled software applications. Each VM can further be customized via installation of optional software packages. {{% /callout %}} An overview of available software packages for Linux VMs is provided here. Preinstalled Software {{< ivyapprovedswdetailed os=""Windows"" installation=""preinstalled"" category=""all"" }} Optional Software In addition to the preinstalled software, researchers may request installation of the following approved software packages for their Virtual Machine. Request Ivy Software Bioinformatics {{< ivyapprovedswdetailed os=""Windows"" installation=""optional"" category=""Bioinformatics"" }} Data Analysis {{< ivyapprovedswdetailed os=""Windows"" installation=""optional"" category=""Data Analysis"" }} Database Software {{< ivyapprovedswdetailed os=""Windows"" installation=""optional"" category=""Database Software"" }} Engineering {{< ivyapprovedswdetailed os=""Windows"" installation=""optional"" category=""Engineering"" }} Image Processing {{< ivyapprovedswdetailed os=""Windows"" installation=""optional"" category=""Image Processing"" }}"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/database/sw-list.md,"The following database software are available on the Ivy Linux Virtual Machines MySQL Is the most popular opensource relational database, used in academia and industry worldwide. It has been in use for over 20 years and is backed by a large developer community. It is available in both free and proprietary versions. MariaDB MariaDB is a community developed version of MySQL, and is highly compatible with MySQL and other relational databases. Existing databases can be easily migrated between MySQL and MariaDB, and vice versa. PostgreSQL Unlike MariaDB and MySQL, PostgreSQL is an object relational database, and can be used in a manner similar to other relational databases. It is available for free, and is opensource under its own special license type, called PostgreSQL License. MongoDB MongoDB is a NoSQL, Document store database. It treats all data as keyvalue pair documents, stored within collections, instead of tables. MongoDB is great for large scale data processing needs."
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/programming/openjdk-8.md,"Java SDK Overview Ivy Linux VMs are installed with Java SDK 1.8. Java is a popular ObjectOriented programming language and is used in a multitude of scenarios. It is available under the GNU General Public License for all users. The SDK consists of a large number of tools such as javac that help in application development. Running Java commands from the Command Line Open a Command Line Terminal and enter java followed by the desired command. E.g. to find the version of the SDK java version Running your code To compile java code, first cd to the location of your .java file and then do javac <yourclassname.java After the java compiler runs and gives no errors, a .class file would be created. Run the following command to see the output: java <yourclassname Important Note While Ivy VMs have full support for the Java SDK, certain aspects of programming fullscale Java on Ivy may not work without running into issues. In order to execute Java programs correctly, please load the entire package into the VM's storage instead of compiling it on the VM. More Information Please visit the official Oracle documentation to learn more about Java at this web address."
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/programming/perl.md,"Perl Our VMs have Perl 5.16.3 available as part of the base linux VM. Licensed as open source under the GPL, it is most often used to develop mission critical software, and has excellent integration with markup languages such as HTML, XML, amongst others. Since it is both ObjectOriented and procedural, it could be used within a multitude of programming projects. It includes built in database integration via its DBI module. Other than DBI, it has thousands of modules, making it one of the most extensible languages. Due to its interpreted nature, Perl is similar to Python and would be easy to understand for those familiar with Python. Running Perl code Perl has an interactive interpreter, which could be run by simply typing perl e <perlcodegoes here. E.g. to print a number: perl e 'print 10' the e flag is simply to denote that the code is not a file, but code itself. To run a Perl script, do the following: perl Installing modules Since Ivy VM's do not allow outward connections to CPAN's website, you would have to install perl modules using the procedure below: Check if CPAN is installed and configured on your VM by typing cpan into a terminal window: cpan If it asks you if CPAN needs to be configured, type yes Once it is configured, type cpan to enter the CPAN shell In a browser from outside the Ivy VM, search for the proper name of the Perl module you wish to download search.cpan.org E.g. if you want to install the MySQL driver for Perl, type install DBD::MySQL This would start the installation of the module. Ivy is able to download modules from CPAN using this method. You could manually install a module from its compressed file, once you have transferred the file into Ivy."
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/programming/perl.md,"However, using the process above downloads the modules' dependencies as well. Verifying if a module is installed Run the following command after installing your module : perldoc l DBD::mysql (e.g. if you installed DBD::mysql). It should output the path to the installed module. More Information Please visit the official Perl website for more details."
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/rodeo.md,"Rodeo Overview Our Linux VMs are installed with Rodeo version 2.5, as of the last update. Rodeo is a lightweight, Python based, IDE for data science. It has a very streamlined codetoplot workflow, with easily extensible packages that make it simple to analyze difficult patterns in data. It includes many data analysis features under one roof, and adopts features from iPython Notebook (it actually runs atop the iPython kernel). Like most Python projects, it is open source and available for free. Launching Rodeo You can launch Rodeo from the Applications menu. It is a selfcontained IDE that would not require any knowledge of the command line. Rodeo can be used in the same manner as any other Python IDE such as iPython Notebook or Jupyter Notebook. Basic Rodeo Usage It is important to understand that all Python code, such as lists, Dataframes, etc. are saved to the Environment. We then use the Environment tab to view our data. E.g. if you create a Dataframe df = pd.DataFrame(np.random.rand(50,3),columns=['col1','col2','col3']) You can then open the Environment tab to view this in tabular form. Command History in Rodeo All commands can be viewed under the History tab More Information For more information, please visit the official [Rodeo website] (https://github.com/yhat/rodeo)"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/stata.md,"Stata Overview Stata is a graphical data analysis tool developed by StataCorp, and is short for Statistics and Data. It is used in various disciplines, including biomedicine, economics, epidemiology, among others. It is capable of performing statistical analysis, simulations, regression, and data management. Besides the standard version Stata also ships with the MP version (multi=processing), and SE for large databases. {{% callout %}} Users requesting an installation of Stata are required to provide their own license. Please consult with us before requesting an installation. {{% /callout %}} You may also request a Stata license from the UVa Software Gateway Installing programs from SSC Please first run the following commands to use the proxy: set httpproxy on set httpproxyhost ""figgiss.hpc.virginia.edu"" set httpproxyport 8080 You can now install new packages with the ssc install command."
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/sw-list.md,"Available Packages The following Data Analysis packages are available on the Ivy Linux Virtual Machines MATLAB MATrix LABoratory (MATLAB for short) is a software designed for quick scientific calculations, such as matrix manipulation, plotting, and others. It has hundreds of builtin functions for a wide variety of computations and several tools designed for specific research disciplines, including statistics and partial differential equations. Limited licenses available, for more information on MATLAB and licensing, please click [here] (/userinfo/ivy/ivylinuxsw/dataanalysis/matlab) SAS SAS is large platform independent software with multiple components, and is used for statistical analysis, data ETL operations, as well as several other reporting problems. Limited licenses available, for more information on SAS and licensing, please click here Stata Stata is a large GUI based data analysis software package. It is great for statistical analysis in a broad spectrum of research disciplines. Requires user to bring their own license(s). For more information on Stata, please click here IDL IDL is a programming language used widely in the areas of medicine, physics, and astronomy. Image processing can be performed easily on it. Users can use it on the VM using its command line based interface. Limited licenses available, for more information IDL and licensing, please click here Apache cTAKES The clinical Text Analysis and Knowledge Extraction System (cTAKES) is an open source system to extract information from clinical health records. It uses natural language processing to extract information about the patient, drugs, symptoms, procedures, etc. It is an efficient clinical analysis tool, and was specifically written for the clinical domain. cTAKES requires preinstallation approval. Please get in touch with us regarding your requirements before making a VM request. For information about cTAKES, please click here"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/idl.md,"IDL Overview IDL, short for Interactive Data Language, is an interactive shell based data analysis programming language. Used vastly in medical imaging, it can quickly create visualizations and graphs of large data sets in a few easy steps due to its vector nature. FORTRAN users would be familiar with the IDL syntax. IDL is not to be confused with Java IDL or Microsoft IDL. Basic IDL Usage To start IDL, open a terminal window and type idl. This will start the interactive shell. Variables in IDL To initialize variables in IDL, type: <variablename = <variablevalue e.g. x = 3 and hit Enter/Return To print the variable, type print, x Arrays in IDL To make arrays in IDL, follow the format below: <arrayname = [val1, val2, val3,...,valx] e.g. myarray = [1,2,3,4] Licensing We have a limited number of IDL Licenses available, which are provided on a firstcomefirstserve basis. As a consequence, availability of IDL on your VM is not always guaranteed once a VM request is submitted. Please consult with us before requesting IDL. More Information For more Information on IDL, please consult the IDL documentation on its [official website] (https://www.nv5geospatialsoftware.com/Products/IDLlanguage)"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/r.md,"R Overview R is an open source programming language, used by Data Miners, Scientists, Data Analysts, and Statisticians. It is available under the GNU GPL V2 license from the Comprehensive R Archive Network R can be used for many statistical, modeling, and graphical solutions. It is very ObjectOriented in nature and is easily extensible. Running the command line R console Type R at the terminal to launch the R console. Installing packages Our Linux VMs come equipped with R preinstalled. Most major R packages are also installed and further could be installed from CRAN using (from within the R console) install.packages(""yourpackagename"") Once the package is loaded, you could start it using library(yourpackagename) Running R Scripts from the command line Simply type in the following Rscript /path/to/script/yourscriptfile.R More Information For more information, please visit the official R website"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/anaconda.md,Anaconda Our VMs have Python 2 and 3 available as part of the Anaconda distribution. Please refer to this page for more information.
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/sas.md,"SAS Overview SAS is a commanddriven software package used for statistical analysis and data visualization. It is available in . It is one of the most widely used statistical software packages in both industry and academia. You may use it if you have a large number of statistical algorithms. It is not limited to an industry, and could be used in both scientific and nonscientific contexts. We only offer the Teaching & Research version at the moment. Common Usage For this example we will use a common scenario from SAS Clinical Standards Toolkit, which is used for supporting clinical research activities. The SAS Clinical Standards Toolkit initially focuses on standards defined by the Clinical Data Interchange Standards Consortium (CDISC). CDISC is a global, open, multidisciplinary, nonprofit organization that has established standards to support the acquisition, exchange, submission, and archival of clinical research data and metadata. Starting SAS Open a terminal window and type sas. Getting a list of all installed standards %cstgetregisteredstandards( cstOutputDS=work.regStds ); Creating Data Sets Used by the Framework %cstcreatedsfromtemplate( cstStandard=CSTFRAMEWORK, cstType=control, cstSubType=reference, cstOutputDS=work.sasrefs ); Licensing We have a limited number of SAS Licenses available, which are provided on a firstcomefirstserve basis. As a consequence, availability of SAS on your VM is not always guaranteed once a VM request is submitted. Please consult with us before requesting SAS. More information For more information on SAS, please consult its official documentation here You may obtain the Administration version of SAS from the UVA Software Gateway portal here"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/ctakes.md,"cTAKES Overview cTAKES or The clinical Text Analysis and Knowledge Extraction System, is a Mayo Clinic developed Natural Language Processing (NLP) tool used to extract information out of clinical records. It is opensource, and built on the Apache Unstructured Information Management Architecture. cTAKES is modular, expandable, for a number of generic use cases, and contains excellent best practice notes. cTAKES Usage cTAKES components Some of cTAKES components are listed below: Sentence boundary detection (OpenNLP technology) Tokenization (rulebased) Morphologic normalization (NLM’s LVG) POS tagging (OpenNLP technology) Shallow parsing (OpenNLP technology) Named Entity Recognition Negation and context identification (both based on NegEx) cTAKES Named Entities cTAKES contains the following Named Entities: Drug mentions Disease/disorder mentions Sign/symptom mentions Anatomical site mentions Smoking status classifier Detailed drug mention annotator Peripheral Artery Disease (PAD) annotator Dependency parser cTAKES Installation Please note that cTAKES requires preinstallation approval by us. Please consult us prior to requesting a new VM regarding your cTAKES requirements. More Information For more information on cTAKES, and how to use it, please visit the following links: Official Website: http://ctakes.apache.org/index.html Documentation: https://cwiki.apache.org/confluence/display/CTAKES/cTAKES cTAKES scientific paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2995668/"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/matlab.md,"MATLAB Overview MATLAB is a highperformance language for technical computing. It integrates computation, visualization, and programming environment. MATLAB stands for MATrix LABoratory. MATLAB was made to provide easy access to matrix software developed by the LINPACK (linear system package) and EISPACK (Eigen system package) projects. MATLAB includes a programming language environment with builtin editing and debugging tools, and supports objectoriented programming. Programming in MATLAB MATLAB has many advantages compared to conventional computer languages (e.g., C, FORTRAN) for solving technical problems. MATLAB is an interactive system whose basic data element is an array, and almost all problems can be solved in MATLAB using that one data element. Starting MATLAB To start MATLAB, open a terminal window and type matlab Since MATLAB is a large software, it may take time to load up. When it starts, the first screen to appear would be the MATLAB Desktop, with several windows within it. These might include the ribbons (Home, Plot, and App), the Command Window, the Current Folder window, and the Workspace window. Basic Arithmetic The following are basic arithmetic operators in MARLAB (Multiplication), + (Addition), (Subtraction), / (Division) In order to perform a simple calculation click anywhere on the Command Window and type 1+2+3 and hit Enter/Return. the result shows up on the Command Window as Ans = 6 Variables To create a variable, type the name of the variable, followed by the equals sign (assignment operator) and the value. Hit Enter/Return to store the value. x = 12 If you type x again on the Command Window, you would see the value of the variable displayed. Variables could be used in any number of arithmetic calculations. Arrays A very basic plot can be drawn using MATLAB arrays. To create an array in MATLAB, use the square brackets: x = [1 2 3"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/data-analysis/matlab.md,"4 5 6] y = [4 4 7 3 7 1] Notice how the array elements do not have commas between them. These arrays could be used like any other variable. Licensing University of Virginia has recently upgraded the Matlab license so that Matlab is available to everyone at UVa. There is one version of Matlab for students, faculty, and staff. MATLAB is available on the Windows, Mac OSX, and Linux platforms. To get started go to the UVa Software Gateway Matlab can be found under the Data Analysis & Research grouping. The Campus Wide License configuration now includes all 100+ MathWorks products. To better reflect the new configuration they have renamed the license option to Campus Wide Suite. For further information see the URL https://data.library.virginia.edu/researchsoftware/matlab/ More Information For help, type help in the Command Window or click on the Help button on the HOME ribbon. For more Information on MATLAB itself, please visit the official website here"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/bioinformatics/sw-list.md,"Available Packages The following bioinformatics packages are available on the Ivy Linux Virtual Machines Bowtie2 Bowtie2 is a memoryefficient tool for aligning short sequences to long reference genomes. For bowtie2 usage information, please click [here] (/userinfo/ivy/ivylinuxsw/bioinformatics/bowtie2) HISAT2 HISAT2 is a fast and sensitive tool for aligning short reads against the general human population (as well as single reference genome) Requires approval before installation For HISAT2 usage information, please click here"
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/bioinformatics/cufflinks.md,"Cufflinks Overview The Cufflinks suite of tools can be used to perform a number of different types of analyses for RNASeq experiments. The Cufflinks suite includes a number of different programs that work together to perform these analyses. The complete workflow, performing all the types of analyses Cufflinks can execute, are summarized below."
rc-website-fork/content/userinfo/ivy/ivy-linux-sw/bioinformatics/bowtie2.md,"Bowtie2 is a memoryefficient tool for aligning short sequences to long reference genomes. It indexes the genome using FM Index, which is based on BurrowsWheeler Transform algorithm, to keep its memory footprint small. Bowtie2 supports gapped, local and pairedend alignment modes. Alignment to a known reference using Bowtie2 is often an essential first step in a myriad of NGS analyses workflows. Bowtie2 Usage Alignment using bowtie2 is a 2step process indexing the reference genome, followed by aligning the sequence data. Create indexes of your reference genome of interest stored in reference.fasta file: bowtie2build [option(s)] <reference.fasta <bt2indexbasename This will create new files with the provided basename and extensions .1.bt2, .2.bt2, .3.bt2 and .4.bt2, .rev.1.bt2 and .rev.2.bt2. These files constitute the index. Align pairedend reads sampleR1.fq and sampleR2.fq to the reference genome indexed in the previous step, using N cores: bowtie2 x <bt2indexbasename 1 <sampleR1.fq 2 \ <sampleR2.fq p <N S <output.sam The alignment results in SAM format are written to the file output.sam More Information For more information, please refer to the Bowtie2 manual. Citation: If you use bowtie2 for your work, please cite: Langmead B, Salzberg S. Fast gappedread alignment with Bowtie 2. Nature Methods. 2012, 9:357359"
